nr render views, mode, nr vertices, storage, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35
1, 3, 1105005, 0, 87.4465, 144.312, 142.057, 142.427, 141.236, 140.91, 141.657, 141.4, 142.164, 142.056, 141.846, 142.365, 143.67, 143.307, 142.124, 141.339, 139.62, 140.868, 142.112, 143.116, 140.597, 143.757, 142.121, 143.63, 142.794, 142.57, 142.592, 141.099, 140.948, 141.178, 141.874, 141.273, 141.76, 141.584, 142.658, 143.204
3, 3, 1105005, 1, 47.9075, 53.706, 53.553, 53.3748, 53.2125, 53.2645, 53.3948, 53.4652, 53.21, 53.3053, 53.5298, 54.0942, 54.1365, 53.7709, 53.2034, 53.1757, 53.0487, 53.0733, 53.3689, 53.3064, 53.2609, 53.1507, 53.6138, 53.6333, 54.1954, 53.6709, 52.875, 53.033, 52.8629, 52.8708, 53.4203, 53.3037, 53.013, 53.2966, 53.578, 53.7323
2, 3, 1105005, 1, 74.9615, 81.2688, 79.0619, 78.0914, 78.0162, 78.8125, 79.1435, 79.3299, 78.8732, 79.0218, 79.8586, 79.9658, 80.5022, 80.2929, 78.4774, 78.032, 78.2801, 78.2886, 79.027, 78.8587, 78.658, 79.0145, 79.6385, 80.0607, 80.2947, 80.1932, 78.5593, 78.3724, 78.1316, 77.9611, 78.7848, 78.8226, 78.4998, 78.7095, 79.4795, 79.9342
1, 3, 1105005, 1, 112.479, 150.125, 142.573, 146.027, 144.242, 149.111, 147.811, 145.762, 144.906, 149.579, 149.261, 148.616, 148.961, 150.574, 147.258, 146.802, 146.443, 146.173, 148.137, 144.612, 145.266, 146.092, 147.122, 149.545, 152.567, 148.211, 146.656, 146.481, 146.942, 145.195, 146.023, 145.242, 146.22, 147.341, 148.286, 150.807
3, 4, 1105005, 0, 105.545, 130.9, 129.167, 130.047, 127.749, 128.626, 129.244, 126.978, 128.268, 128.146, 127.91, 129.254, 129.196, 128.923, 128.968, 128.05, 128.791, 127.836, 128.421, 127.068, 128.265, 128.402, 128.375, 129.115, 129.584, 128.443, 127.858, 127.58, 127.878, 128.509, 127.671, 127.136, 128.327, 127.821, 128.764, 128.319
2, 4, 1105005, 0, 95.5595, 137.009, 135.309, 134.668, 135.439, 134.109, 134.108, 133.826, 134.801, 135.548, 135.551, 135.185, 136.054, 135.237, 135.292, 134.904, 133.288, 133.387, 133.824, 134.224, 133.539, 135.126, 135.282, 135.217, 135.822, 133.407, 134.12, 134.717, 133.867, 133.25, 134.674, 134.14, 134.989, 134.231, 133.496, 135.178
1, 4, 1105005, 0, 100.105, 142.102, 143.023, 141.806, 142.514, 140.417, 139.644, 140.695, 141.823, 142.254, 140.89, 142.156, 140.315, 140.72, 140.315, 140.257, 142.082, 138.843, 140.295, 140.972, 139.31, 141.675, 141.48, 141.445, 142.226, 140.827, 140.473, 140.807, 140.57, 140.145, 139.784, 140.582, 139.857, 140.634, 141.287, 140.148
3, 4, 1105005, 1, 108.024, 130.082, 126.88, 125.925, 124.307, 126.475, 127.21, 125.563, 125.845, 127.993, 127.417, 127.9, 129.338, 127.608, 126.716, 125.876, 124.642, 125.743, 127.112, 125.766, 125.885, 126.45, 127.886, 128.912, 130.527, 128.221, 125.964, 125.941, 124.322, 124.265, 126.777, 126.538, 124.92, 127.972, 127.734, 128.612
2, 4, 1105005, 1, 114.968, 140.79, 136.257, 135.426, 134.682, 134.58, 136.787, 135.883, 135.225, 136.019, 136.74, 139.919, 139.764, 138.406, 136.08, 133.749, 132.936, 133.798, 135.449, 135.696, 135.286, 136.901, 136.595, 136.928, 139.773, 137.061, 134.505, 134.784, 133.076, 133.136, 134.471, 134.935, 134.782, 135.543, 136.778, 137.462
1, 4, 1105005, 1, 105.016, 150.111, 147.483, 145.975, 143.468, 145.927, 145.473, 143.941, 144.801, 146.329, 147.978, 149.002, 149.847, 147.421, 145.972, 143.955, 144.26, 146.261, 145.349, 143.957, 144.203, 145.995, 146.886, 148.603, 149.511, 147.371, 144.689, 144.651, 144.255, 144.95, 145.13, 144.095, 145.383, 145.39, 146.164, 147.467
1, 7, 1105005, 0, 13.2115, 13.758, 13.7389, 13.7623, 13.7617, 13.7612, 13.753, 13.6525, 13.6605, 13.662, 13.6646, 13.642, 13.6643, 13.6528, 13.6558, 13.6585, 13.6519, 13.5883, 13.511, 13.5341, 13.5293, 13.5448, 13.5477, 13.5425, 13.5337, 13.5296, 13.5483, 13.5428, 13.5283, 13.5299, 13.5215, 13.5012, 13.5236, 13.5354, 13.5211, 13.5234
1, 7, 1105005, 1, 13.3318, 13.6277, 13.6367, 13.6009, 13.6166, 13.5869, 13.6053, 13.6044, 13.6097, 13.6182, 13.6241, 13.6081, 13.6181, 13.6337, 13.6122, 13.6048, 13.6091, 13.5988, 13.5398, 13.5968, 13.5945, 13.6321, 13.6348, 13.632, 13.6316, 13.6169, 13.6222, 13.6223, 13.618, 13.6069, 13.6301, 13.5966, 13.6162, 13.6207, 13.6086, 13.6247
1, 1, 1542650, 0, 31.0548, 32.8281, 32.9911, 32.9101, 32.7666, 32.644, 32.4679, 32.5469, 32.5524, 32.8759, 32.7067, 32.7607, 32.881, 32.664, 32.6728, 32.4308, 32.2017, 32.2212, 32.2373, 32.1945, 32.1756, 32.4445, 32.6227, 32.5033, 32.6123, 32.4161, 32.3095, 32.1853, 32.0923, 31.8238, 32.0396, 32.0992, 32.1698, 32.2731, 32.3979, 32.3618
1, 1, 1542650, 1, 30.8202, 32.0293, 32.0799, 31.8766, 31.8606, 31.7278, 31.7728, 31.6788, 31.8518, 31.9961, 32.0452, 32.0461, 32.0833, 32.0159, 31.9542, 31.7657, 31.6117, 31.5059, 31.4803, 31.4738, 31.608, 31.6969, 31.6752, 31.8434, 31.8794, 31.7418, 31.7061, 31.5586, 31.4137, 31.4058, 31.3818, 31.367, 31.5151, 31.7028, 31.6414, 31.7891
3, 2, 1542650, 0, 14.7927, 13.371, 14.8653, 13.5984, 16.9609, 28.0511, 32.5756, 17.5193, 13.8339, 14.9549, 12.5172, 15.8341, 15.282, 13.463, 14.8558, 13.5497, 17.0815, 27.779, 32.7813, 17.3564, 13.8479, 15.002, 12.4243, 15.6909, 15.3153, 13.4123, 14.8178, 13.5527, 17.1936, 27.8528, 33.1463, 17.4603, 13.8445, 14.9067, 12.52, 15.9454
2, 2, 1542650, 0, 22.7693, 20.7406, 23.6403, 24.2846, 28.8392, 43.3743, 48.0203, 27.7062, 25.6659, 29.6695, 22.582, 30.8558, 22.9397, 20.9242, 23.4033, 24.2954, 28.8512, 43.6798, 48.2414, 27.5779, 25.6017, 29.739, 22.4125, 30.817, 23.1699, 20.8735, 23.7914, 24.3658, 28.4845, 43.9037, 48.3065, 27.6501, 25.571, 29.5607, 22.3804, 30.8011
1, 2, 1542650, 0, 77.1234, 54.4874, 75.9906, 56.2699, 63.1042, 99.3515, 105.798, 66.5975, 49.7677, 51.9075, 45.9619, 66.2219, 81.1466, 53.6865, 76.9272, 56.4092, 62.89, 98.6955, 104.493, 66.9287, 49.992, 52.8932, 45.6253, 67.4333, 81.7163, 54.2592, 76.5652, 56.2989, 62.8954, 100.665, 104.615, 66.1783, 50.2228, 53.3521, 46.5824, 66.6969
3, 2, 1542650, 1, 15.2957, 13.3647, 14.7396, 13.6062, 17.2072, 28.0086, 32.8134, 17.5607, 13.7028, 15.1536, 12.5113, 16.0337, 15.4933, 13.4456, 14.8152, 13.6526, 17.1754, 28.064, 33.2258, 17.4682, 13.7346, 14.9916, 12.5297, 15.887, 15.4664, 13.4919, 15.0813, 13.6524, 17.1409, 27.8648, 32.9152, 17.4745, 13.9444, 15.0894, 12.4533, 15.9744
2, 2, 1542650, 1, 22.8127, 20.3818, 24.0832, 24.7862, 29.1297, 43.9691, 48.9709, 27.7425, 25.6452, 29.8961, 22.4313, 30.8578, 23.0362, 20.6213, 23.8979, 24.5112, 28.8786, 44.0182, 48.1438, 27.6878, 25.6934, 30.02, 22.5274, 30.9315, 22.9506, 20.8373, 23.431, 24.5024, 28.997, 43.9307, 49.2571, 27.6573, 25.5588, 29.7253, 22.7598, 31.1287
1, 2, 1542650, 1, 80.7738, 55.8113, 79.716, 58.2633, 65.4744, 105.534, 108.699, 66.6398, 50.2317, 54.0889, 46.5909, 66.5518, 85.32, 53.0768, 77.4028, 56.2077, 64.0029, 100.695, 107.677, 66.1968, 49.8217, 54.4009, 45.5243, 67.2012, 84.5066, 53.6445, 78.2162, 57.5671, 62.2196, 101.017, 106.8, 66.2312, 49.238, 52.5283, 46.0145, 67.7681
3, 3, 1542650, 0, 50.4255, 54.8249, 55.111, 54.6739, 54.6747, 54.5734, 54.7826, 54.8566, 54.5433, 55.4019, 55.1311, 55.1934, 54.9627, 54.6438, 54.6918, 54.53, 54.2885, 54.3514, 54.5059, 54.2766, 54.2992, 54.8101, 54.6185, 54.8164, 54.5942, 54.4941, 54.4358, 54.2077, 54.087, 53.9837, 53.7079, 53.8836, 54.0039, 54.1718, 53.9908, 54.2913
2, 3, 1542650, 0, 66.7959, 77.0274, 78.6246, 78.4045, 78.254, 77.9235, 78.329, 78.6359, 77.6501, 78.6241, 78.5393, 79.0194, 78.9135, 77.8459, 78.7582, 77.7981, 78.141, 77.6075, 78.0521, 77.8238, 78.1212, 78.5164, 78.695, 79.0075, 73.8793, 74.5662, 74.2195, 73.2666, 73.7123, 73.3675, 73.3414, 73.8774, 73.7178, 73.7265, 74.7221, 74.3208
1, 3, 1542650, 0, 98.832, 141.557, 142.446, 143.217, 142.352, 141.804, 141.711, 140.556, 143.044, 142.988, 142.361, 143.68, 141.924, 143, 142.887, 141.716, 141.129, 141.252, 142.649, 143.383, 143.38, 143.843, 143.038, 142.52, 142.045, 141.926, 143.535, 142.46, 141.085, 140.467, 141.56, 142.896, 141.038, 142.187, 141.751, 142.823
3, 3, 1542650, 1, 47.1323, 54.5057, 54.2813, 54.0688, 53.5886, 53.6988, 53.85, 54.0346, 54.3781, 54.4076, 54.4128, 54.7489, 53.717, 53.836, 54.1506, 53.892, 53.5893, 53.5082, 53.7118, 53.6179, 53.6804, 53.9511, 53.9192, 54.2536, 53.8539, 53.3945, 53.5952, 53.2748, 53.0573, 52.9648, 53.1891, 53.5323, 53.6333, 53.6698, 54.1479, 53.7771
2, 3, 1542650, 1, 63.8726, 78.6471, 78.5574, 75.3889, 73.5163, 73.6542, 73.9457, 74.151, 72.4186, 71.6303, 72.8958, 75.6582, 74.871, 74.0338, 74.7188, 73.4931, 73.8715, 73.4805, 73.9225, 73.9397, 74.1829, 74.9342, 74.6989, 74.7762, 74.5234, 75.3493, 78.4798, 78.4757, 77.3559, 77.0047, 77.5533, 77.7681, 78.2955, 78.3291, 78.6619, 79.0301
1, 3, 1542650, 1, 118.215, 145.838, 145.65, 141.775, 141.344, 140.412, 144.738, 144.029, 142.717, 143.824, 145.433, 146.597, 144.897, 144.449, 143.291, 142.799, 141.63, 141.773, 142.184, 143.365, 144.596, 144.909, 147.118, 148.603, 145.32, 144.014, 143.311, 142.661, 140.913, 141.177, 140.881, 144.287, 143.632, 143.594, 142.971, 147.426
3, 4, 1542650, 0, 95.2068, 120.318, 122.204, 121.928, 122.352, 122.788, 119.434, 121.805, 122.733, 122.328, 121.212, 123.286, 122.598, 121.795, 122.36, 122.59, 121.595, 120.958, 121.121, 121.617, 122.068, 122.513, 122.241, 122.03, 122.608, 122.345, 122.188, 121.767, 121.224, 121.465, 121.89, 121.121, 121.754, 122.136, 122.22, 122.697
2, 4, 1542650, 0, 89.2951, 130.538, 133.311, 131.875, 130.597, 128.332, 131.17, 129.814, 130.55, 131.394, 129.286, 131.916, 132.332, 129.38, 130.33, 130.724, 130.776, 130.812, 130.464, 129.748, 132.083, 131.701, 130.98, 132.205, 130.539, 130.956, 129.949, 130.891, 126.467, 130.102, 130.243, 129.433, 130.678, 130.114, 130.512, 130.686
1, 4, 1542650, 0, 97.6314, 140.448, 138.241, 138, 138.607, 138.275, 138.954, 139.02, 137.846, 138.106, 138.805, 141.335, 138.981, 138.581, 138.632, 138.607, 139.095, 138.42, 138.331, 138.844, 138.23, 138.352, 140.251, 138.468, 139.627, 136.692, 137.465, 137.942, 137.578, 136.857, 136.876, 138.031, 138.156, 139.642, 140.666, 137.653
3, 4, 1542650, 1, 97.8956, 124.277, 123.937, 122.641, 121.932, 121.244, 121.637, 122.061, 122.913, 123.394, 123.617, 123.783, 123.243, 123.023, 123.252, 122.052, 121.038, 120.772, 121.76, 122.167, 122.947, 122.874, 123.405, 124.197, 123.025, 121.825, 122.564, 121.964, 120.371, 120.99, 120.931, 122.269, 122.389, 122.962, 123.7, 122.972
2, 4, 1542650, 1, 81.3746, 133.358, 133.665, 133.237, 131.768, 131.936, 132.036, 134.029, 132.431, 134.411, 134.042, 136.078, 133.645, 133.917, 132.995, 132.426, 129.717, 130.94, 130.754, 132.175, 132.758, 133.885, 132.864, 133.95, 133.842, 132.633, 132.965, 131.467, 130.867, 129.463, 130.993, 131.986, 131.611, 133.546, 133.287, 133.547
1, 4, 1542650, 1, 105.564, 146.77, 144.986, 146.112, 143.05, 142.83, 143.345, 144.644, 146.708, 145.393, 146.106, 146.909, 144.741, 146.363, 147.148, 143.326, 142.664, 143.792, 143.112, 146.827, 145.414, 145.433, 146.409, 145.197, 145.828, 145.017, 144.425, 144.14, 142.763, 143.069, 142.157, 146.314, 145.162, 143.956, 146.337, 148.53
1, 7, 1542650, 0, 11.267, 11.2446, 11.1747, 11.1343, 11.177, 11.1642, 11.1509, 11.1803, 11.1914, 11.1605, 11.1612, 11.1037, 11.0968, 11.0921, 11.1034, 11.0672, 11.0663, 11.0755, 11.0813, 11.0824, 11.0831, 11.0809, 11.0923, 11.094, 11.0992, 11.0892, 11.093, 11.0838, 11.0829, 11.0801, 11.0773, 11.0723, 11.083, 11.082, 11.0919, 11.0886
1, 7, 1542650, 1, 10.7623, 11.1556, 11.1427, 11.1377, 11.1262, 11.1291, 11.1291, 11.1509, 11.1496, 11.1487, 11.1538, 11.1518, 11.1548, 11.1298, 11.1073, 11.133, 11.1167, 11.1156, 11.1272, 11.1238, 11.1359, 11.1368, 11.146, 11.1475, 11.128, 11.1463, 11.1408, 11.1388, 11.1377, 11.1305, 11.1169, 11.1358, 11.1369, 11.1386, 11.1409, 11.1539
1, 1, 2324488, 0, 16.9043, 17.4615, 17.5358, 17.5274, 17.6131, 17.643, 17.6753, 17.5801, 17.405, 17.3463, 17.4235, 17.4525, 17.4579, 17.4198, 17.3335, 17.3268, 17.4393, 17.5272, 17.4884, 17.3318, 17.2607, 17.2198, 17.2342, 17.3265, 17.3457, 17.2068, 17.1536, 17.1758, 17.3034, 17.3857, 17.2965, 17.2903, 17.0487, 17.0893, 17.1027, 17.1636
1, 1, 2324488, 1, 16.5318, 17.1112, 17.0317, 16.9961, 17.0763, 17.2529, 17.2132, 17.0795, 16.9434, 16.9042, 16.9675, 17.0351, 17.044, 17.0029, 16.9147, 16.9081, 16.9991, 17.0632, 17.0904, 17.0232, 16.8542, 16.8032, 16.8835, 16.9483, 16.9926, 16.9132, 16.8293, 16.7762, 16.9284, 16.9754, 17.0066, 16.9326, 16.7693, 16.759, 16.7913, 16.8693
3, 2, 2324488, 0, 24.107, 18.539, 20.0406, 16.9842, 17.4427, 18.5556, 24.1481, 20.7142, 18.5562, 19.5464, 17.183, 16.3756, 18.3877, 18.2522, 19.7952, 16.867, 17.3115, 18.4318, 24.1165, 20.8413, 18.5762, 19.8578, 17.1937, 16.3573, 18.3992, 18.98, 19.9352, 16.829, 17.2332, 18.3753, 24.1305, 20.8011, 18.5711, 19.7417, 17.1397, 16.135, 18.3593
2, 2, 2324488, 0, 29.129, 29.3404, 26.2227, 27.6569, 25.7652, 34.9958, 30.3717, 26.725, 31.4059, 25.8164, 25.3351, 31.0579, 31.0422, 30.0583, 27.9886, 29.4326, 27.0275, 36.5487, 32.0335, 27.6771, 32.6217, 26.7481, 26.4846, 32.1165, 31.3439, 29.9329, 27.4879, 29.3576, 26.6405, 36.4962, 31.7486, 27.905, 32.5737, 26.6347, 26.5813, 32.3681
1, 2, 2324488, 0, 63.5331, 63.4203, 54.0396, 62.7539, 73.4844, 84.7845, 66.6373, 59.1648, 76.2331, 69.3862, 56.1069, 66.9023, 70.8849, 63.2061, 53.7535, 62.0048, 72.7653, 84.9998, 66.333, 60.1283, 76.0608, 68.9695, 55.4642, 67.5365, 70.9383, 63.1076, 53.3382, 62.3353, 71.0454, 79.5177, 63.8287, 56.5034, 73.5261, 65.7441, 52.5996, 64.0212
3, 2, 2324488, 1, 16.5629, 19.6257, 16.8023, 17.2232, 18.2377, 23.81, 20.7138, 18.5476, 19.6218, 17.0247, 15.7666, 17.6099, 19.1729, 19.6635, 16.8046, 17.214, 18.2529, 23.7855, 20.6006, 18.4415, 19.5668, 17.0965, 16.1888, 18.3513, 19.028, 19.841, 16.8349, 17.2081, 18.331, 23.9696, 20.5775, 18.6107, 19.517, 16.9862, 16.2945, 18.3604
2, 2, 2324488, 1, 39.2214, 31.1173, 27.4951, 22.3298, 28.1818, 22.963, 31.4829, 30.373, 30.3533, 24.3559, 24.1239, 29.5567, 37.24, 29.7732, 27.8619, 22.2851, 28.3386, 22.863, 31.803, 30.4576, 30.7041, 24.5249, 23.7598, 29.6639, 37.3249, 29.9795, 27.8135, 22.5203, 27.9616, 23.0449, 32.0636, 30.6854, 30.5465, 24.6602, 24.3904, 29.8325
1, 2, 2324488, 1, 60.3231, 57.853, 48.8358, 56.9038, 66.648, 79.2117, 63.9916, 57.4864, 70.8805, 64.6562, 52.7255, 62.8647, 67.7994, 60.466, 50.648, 58.6687, 69.6786, 79.6076, 63.622, 57.3086, 70.5427, 65.2121, 53.1182, 62.1904, 67.3924, 60.476, 50.8345, 58.7475, 69.4397, 80.544, 64.4761, 57.3531, 71.0285, 64.8028, 52.6302, 63.1619
3, 3, 2324488, 0, 44.8913, 48.5048, 48.472, 48.6516, 48.8859, 48.794, 48.7622, 48.8981, 48.4764, 48.3801, 48.1622, 48.1829, 48.2149, 48.232, 48.1805, 48.2187, 48.5334, 48.1744, 48.3436, 48.5216, 48.1589, 48.2218, 48.3661, 48.0852, 48.1915, 48.0975, 47.611, 48.0307, 48.2925, 48.0142, 48.0413, 48.3378, 48.0573, 47.7488, 47.8585, 47.7942
2, 3, 2324488, 0, 69.5743, 69.0743, 69.5154, 69.1859, 69.1392, 68.8076, 69.1596, 70.008, 66.8588, 64.5226, 67.3322, 65.4343, 65.5109, 65.3193, 66.4838, 66.3687, 66.3918, 66.3274, 66.5377, 65.3577, 65.3274, 63.5844, 64.8794, 63.9404, 65.5078, 66.6202, 65.3631, 65.3403, 65.3847, 65.5662, 65.1819, 65.1486, 65.8634, 64.492, 64.546, 66.5579
1, 3, 2324488, 0, 123.272, 122.09, 122.334, 120.385, 122.931, 122.256, 121.188, 122.645, 120.92, 121.85, 121.023, 121.959, 121.92, 121.746, 121.679, 121.97, 121.531, 121.996, 122.303, 121.958, 121.414, 122.245, 121.166, 121.961, 122.073, 121.805, 121.033, 120.974, 122.516, 121.847, 122.02, 122.406, 121.561, 120.922, 122.251, 121.687
3, 3, 2324488, 1, 46.5023, 46.1267, 46.0391, 45.8856, 46.5237, 46.5502, 46.2883, 46.039, 46.1873, 45.7833, 46.0241, 46.207, 46.3657, 45.7721, 45.6501, 45.6577, 46.0541, 46.226, 46.0147, 46.2753, 45.5847, 45.4117, 45.5648, 46.0081, 46.006, 45.4914, 45.3818, 45.4167, 46.1022, 45.6632, 45.8966, 46.218, 45.6309, 45.072, 45.3796, 45.6483
2, 3, 2324488, 1, 65.6154, 64.9995, 64.3682, 64.6732, 64.7081, 65.0856, 65.102, 65.442, 64.6548, 64.0054, 63.9599, 64.7613, 64.9742, 64.2666, 63.9302, 63.9452, 64.4848, 65.1013, 64.6574, 65.0507, 64.5982, 63.6861, 64.1024, 64.5703, 64.6837, 64.5193, 63.8463, 63.7974, 63.9237, 64.8325, 64.2447, 65.0474, 64.3385, 63.4518, 63.7021, 64.1423
1, 3, 2324488, 1, 112.976, 112.571, 110.971, 109.517, 110.239, 111.649, 110.707, 110.326, 108.435, 107.35, 108.116, 110.577, 110.775, 110.099, 105.977, 108.887, 110.595, 110.575, 110.318, 110.763, 108.035, 107.596, 109.644, 110.139, 109.708, 108.967, 106.54, 107.729, 109.78, 110.369, 110.532, 111.123, 107.389, 107.364, 106.868, 109.915
1, 4, 2324488, 0, 119.374, 119.67, 118.478, 117.639, 119.9, 119.602, 118.816, 118.952, 118.427, 118.899, 119.666, 118.694, 119.215, 118.716, 117.701, 119.234, 118.645, 118.543, 118.12, 118.01, 118.742, 118.279, 116.066, 118.877, 119.496, 117.635, 118.239, 118.967, 118.777, 119.582, 118.557, 119.535, 117.8, 118.609, 117.955, 118.402
3, 4, 2324488, 1, 86.1188, 86.7571, 85.5799, 85.4316, 86.5944, 83.2691, 83.6328, 84.0853, 82.1725, 81.1305, 79.6467, 84.0719, 83.7746, 83.0914, 81.5658, 80.8284, 83.6725, 84.0791, 83.7831, 83.689, 81.5505, 81.44, 83.0147, 78.9174, 82.2311, 81.2391, 82.6812, 81.9053, 82.5135, 83.0477, 83.3637, 83.9365, 83.1966, 81.483, 80.8299, 82.1496
2, 4, 2324488, 1, 97.5292, 97.5383, 94.7974, 92.9241, 92.9891, 90.2239, 94.4413, 95.0931, 93.639, 92.1211, 92.4777, 93.76, 93.1842, 93.5933, 91.5302, 91.6286, 91.5863, 94.9071, 94.4101, 94.475, 92.3291, 86.4481, 91.0925, 90.9453, 92.4383, 93.0108, 92.2671, 91.6663, 93.5482, 93.9628, 94.5267, 93.1093, 93.5241, 91.5136, 91.9792, 93.3304
1, 4, 2324488, 1, 113.234, 111.367, 110.261, 108.562, 110.045, 109.345, 107.055, 110.983, 107.23, 104.198, 105.385, 107.376, 105.167, 108.652, 105.974, 106.407, 108.976, 107.294, 108.18, 107.987, 105.893, 105.859, 106.363, 109.273, 110.062, 107.617, 105.042, 107.048, 107.897, 108.715, 109.608, 109.021, 107.432, 101.144, 108.387, 107.716
2, 4, 2324488, 0, 105.243, 104.178, 104.082, 104.466, 104.632, 104.283, 105.807, 103.847, 104.578, 104.794, 105.752, 104.382, 104.146, 103.619, 104.173, 103.849, 103.534, 104.118, 104.153, 105.274, 104.411, 103.219, 101.135, 104.087, 103.563, 103.727, 105.855, 104.558, 103.875, 104.231, 103.551, 103.983, 104.368, 104.701, 102.781, 103.245
3, 4, 2324488, 0, 92.4624, 91.9128, 91.9672, 91.0508, 89.8106, 91.0498, 92.4419, 91.8766, 91.1915, 91.42, 91.6297, 92.1763, 91.8553, 92.0438, 89.8696, 92.042, 91.622, 92.2087, 92.319, 92.302, 91.0365, 91.5281, 91.6704, 90.3662, 91.9896, 92.1463, 91.0147, 91.0466, 91.8596, 91.6351, 92.4149, 91.7268, 91.1478, 91.3831, 91.4053, 91.3786
3, 7, 2324488, 0, 6.0347, 6.0497, 6.03089, 5.92125, 5.97062, 6.02375, 5.93661, 6.03606, 6.0467, 6.00114, 6.04093, 6.02997, 5.98773, 6.05075, 6.04212, 6.01895, 6.04252, 6.05695, 6.0548, 6.04466, 6.01002, 5.959, 6.04841, 6.02317, 5.98947, 5.98605, 5.99348, 5.99962, 6.05139, 6.23891, 6.20257, 6.19531, 6.19571, 6.16408, 6.1909, 6.20072
3, 7, 2324488, 1, 5.95007, 6.29113, 6.2963, 6.28719, 6.31, 6.17809, 6.10324, 6.08911, 6.07223, 6.06797, 6.07089, 6.00091, 6.04808, 6.02565, 6.01852, 6.01176, 5.99411, 6.0305, 6.01753, 6.22345, 6.21981, 6.1952, 6.19445, 6.21679, 6.20907, 6.19415, 6.20143, 6.20751, 6.24249, 6.24534, 6.23467, 6.19923, 6.2244, 6.19238, 6.21918, 6.24183
3, 3, 2324488, 0, 45.983, 44.4082, 43.1749, 43.3559, 43.3476, 43.5208, 43.3306, 43.8665, 43.2594, 43.1353, 43.1347, 43.4121, 43.1724, 43.0886, 43.0135, 43.2636, 43.493, 43.27, 43.3473, 43.6152, 43.2749, 43.2949, 43.114, 42.7279, 42.9684, 43.1021, 42.875, 43.0439, 43.1651, 43.1054, 42.9508, 43.4888, 42.9292, 44.9003, 45.4997, 45.4828
1, 1, 4648976, 0, 8.89366, 8.89769, 8.8063, 8.79287, 8.90152, 8.92794, 8.90571, 8.85919, 8.76495, 8.74538, 8.72327, 8.78639, 8.77533, 8.71561, 8.66773, 8.69843, 8.76244, 8.80342, 8.81014, 8.73059, 8.67077, 8.63845, 8.62643, 8.68034, 8.70379, 8.63311, 8.60211, 8.6227, 8.66899, 8.7473, 8.74335, 8.67798, 8.61065, 8.5808, 8.57867, 8.63525
1, 1, 4648976, 1, 8.66105, 8.58546, 8.55632, 8.58776, 8.62122, 8.71141, 8.69807, 8.62505, 8.57676, 8.53124, 8.55153, 8.60286, 8.58513, 8.56808, 8.48767, 8.54951, 8.57593, 8.65352, 8.6696, 8.58685, 8.53696, 8.49143, 8.50766, 8.57947, 8.56925, 8.52353, 8.49222, 8.51885, 8.55987, 8.64308, 8.65054, 8.59685, 8.50488, 8.44886, 8.47566, 8.51339
3, 2, 4648976, 0, 17.1533, 17.3157, 18.9712, 19.7032, 20.1795, 16.7692, 21.6109, 18.5189, 20.3382, 17.4005, 20.136, 18.6803, 17.6167, 18.1605, 19.1066, 19.7784, 20.1524, 16.7702, 21.5553, 18.5652, 20.1964, 17.2871, 20.2267, 18.727, 17.3874, 18.0871, 19.2106, 19.7908, 20.0038, 16.6981, 21.4753, 18.5868, 20.264, 17.455, 20.2379, 18.6573
2, 2, 4648976, 0, 25.6033, 27.1439, 30.3848, 33.1592, 30.0781, 30.7349, 31.6617, 27.1185, 30.5536, 24.9477, 35.9936, 30.0254, 26.1534, 28.3184, 32.2319, 33.6694, 29.9712, 30.6439, 31.7164, 27.1071, 30.4411, 24.9456, 35.8601, 29.9838, 26.3552, 28.3435, 32.3817, 33.5534, 29.8649, 30.8951, 31.72, 27.1722, 30.5775, 24.9291, 35.9123, 30.0828
1, 2, 4648976, 0, 59.2708, 52.2179, 51.5974, 52.7102, 58.9717, 47.5389, 63.0243, 57.2433, 62.6623, 59.5439, 49.7051, 60.2368, 58.7986, 55.6505, 54.2811, 55.3426, 62.0711, 50.2946, 65.2637, 57.0052, 62.6027, 59.3071, 49.2033, 59.5572, 59.0068, 55.0152, 54.44, 55.0078, 62.2748, 50.0338, 65.5882, 57.1562, 62.8611, 58.9716, 49.5412, 60.1649
3, 2, 4648976, 1, 17.3326, 17.6621, 18.6397, 19.1167, 19.5529, 16.3602, 20.8288, 17.685, 19.1288, 16.4044, 18.8886, 17.5542, 16.6185, 17.1069, 17.892, 18.5773, 18.9271, 15.9038, 20.2097, 17.6308, 18.9008, 16.4306, 18.8121, 17.6172, 16.6014, 17.0537, 17.8803, 18.3972, 19.4854, 16.4254, 21.1328, 18.1217, 19.6983, 16.9123, 19.3757, 18.1268
2, 2, 4648976, 1, 24.9761, 26.2013, 29.508, 31.8734, 28.9257, 29.6707, 30.8887, 26.6569, 28.873, 24.1685, 33.8987, 28.6515, 25.2914, 27.3324, 30.5909, 31.7845, 28.9935, 29.531, 30.9529, 26.5031, 29.4279, 24.1047, 34.1866, 28.6303, 25.273, 27.2495, 30.7753, 31.9605, 28.9405, 29.7378, 30.9803, 26.6282, 29.306, 24.1875, 33.9931, 28.4347
